District,District Name,Discipline School,Discipline School Name,Discipline Code,Discipline Description,White,Black or African American,Hispanic/Latino,Asian,Native Hawaiian or Other Pacific Islander,American Indian or Alaska Native,Two or More Races,Female,Male,Total
41,MANATEE,2004,PACE CENTER FOR GIRLS,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
41,MANATEE,2004,PACE CENTER FOR GIRLS,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
41,MANATEE,2007,JUST FOR GIRLS,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
41,MANATEE,2007,JUST FOR GIRLS,O,Suspension Out-of-School,5,5,8,0,0,0,1,19,0,19
41,MANATEE,2007,JUST FOR GIRLS,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
41,MANATEE,2019,JUST FOR GIRLS,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
41,MANATEE,2051,JUVENILE DETENTION CENTER,F,Expelled With Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
41,MANATEE,2051,JUVENILE DETENTION CENTER,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
41,MANATEE,2051,JUVENILE DETENTION CENTER,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
41,MANATEE,2081,AMIKIDS MANATEE,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
41,MANATEE,2102,TEAM SUCCESS A SCHOOL OF EXCELLENCE,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
41,MANATEE,2104,MANATEE SCHOOL FOR THE ARTS,I,Suspension In-School,93,49,98,0,0,0,14,156,98,254
41,MANATEE,2104,MANATEE SCHOOL FOR THE ARTS,O,Suspension Out-of-School,46,21,32,0,0,0,2,38,63,101
41,MANATEE,2121,MANATEE CHARTER SCHOOL,I,Suspension In-School,2,14,3,0,0,0,0,5,14,19
41,MANATEE,2121,MANATEE CHARTER SCHOOL,O,Suspension Out-of-School,18,60,32,3,1,0,9,39,84,123
41,MANATEE,2122,OASIS MIDDLE SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
41,MANATEE,2123,IMAGINE CHARTER SCHOOL AT NORTH MANATEE,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
41,MANATEE,2123,IMAGINE CHARTER SCHOOL AT NORTH MANATEE,O,Suspension Out-of-School,14,4,5,1,0,0,0,6,18,24
41,MANATEE,2124,IMAGINE CHARTER AT LAKEWOOD RANCH,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
41,MANATEE,2124,IMAGINE CHARTER AT LAKEWOOD RANCH,O,Suspension Out-of-School,5,6,3,1,0,0,0,5,10,15
41,MANATEE,2131,PALMETTO CHARTER SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
41,MANATEE,2131,PALMETTO CHARTER SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
41,MANATEE,2141,STATE COLLEGE OF FLORIDA COLLEGIATE SCHOOL,O,Suspension Out-of-School,10,1,2,1,0,0,1,8,7,15
41,MANATEE,2161,VISIBLE MEN ACADEMY,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
41,MANATEE,2161,VISIBLE MEN ACADEMY,O,Suspension Out-of-School,0,5,3,1,0,0,1,0,10,10
41,MANATEE,2171,WILLIAM MONROE ROWLETT ACADEMY FOR ARTS AND COMMUNICATION,I,Suspension In-School,7,3,0,0,0,0,0,2,8,10
41,MANATEE,2171,WILLIAM MONROE ROWLETT ACADEMY FOR ARTS AND COMMUNICATION,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
42,MARION,0051,HOWARD MIDDLE SCHOOL,F,Expelled With Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
42,MARION,0051,HOWARD MIDDLE SCHOOL,I,Suspension In-School,43,144,30,1,0,1,8,81,146,227
42,MARION,0051,HOWARD MIDDLE SCHOOL,O,Suspension Out-of-School,30,91,26,0,0,0,5,56,96,152
42,MARION,0051,HOWARD MIDDLE SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
42,MARION,0071,ANTHONY ELEMENTARY SCHOOL,I,Suspension In-School,6,5,1,0,0,0,0,2,10,12
42,MARION,0071,ANTHONY ELEMENTARY SCHOOL,O,Suspension Out-of-School,30,17,5,0,0,0,2,12,42,54
42,MARION,0071,ANTHONY ELEMENTARY SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
42,MARION,0091,BELLEVIEW ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
42,MARION,0091,BELLEVIEW ELEMENTARY SCHOOL,L,Seclusion,*,*,*,*,*,*,*,*,*,*
42,MARION,0091,BELLEVIEW ELEMENTARY SCHOOL,O,Suspension Out-of-School,56,22,18,0,0,0,5,17,84,101
42,MARION,0091,BELLEVIEW ELEMENTARY SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
42,MARION,0101,BELLEVIEW-SANTOS ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
42,MARION,0101,BELLEVIEW-SANTOS ELEMENTARY SCHOOL,O,Suspension Out-of-School,42,18,18,1,0,2,3,19,65,84
42,MARION,0101,BELLEVIEW-SANTOS ELEMENTARY SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
42,MARION,0162,REDDICK-COLLIER ELEMENTARY SCHOOL,I,Suspension In-School,8,15,3,0,0,0,2,12,16,28
42,MARION,0162,REDDICK-COLLIER ELEMENTARY SCHOOL,O,Suspension Out-of-School,11,21,1,0,0,0,2,10,25,35
42,MARION,0162,REDDICK-COLLIER ELEMENTARY SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
42,MARION,0172,DUNNELLON MIDDLE SCHOOL,F,Expelled With Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
42,MARION,0172,DUNNELLON MIDDLE SCHOOL,I,Suspension In-School,96,19,61,0,0,1,8,68,117,185
42,MARION,0172,DUNNELLON MIDDLE SCHOOL,O,Suspension Out-of-School,42,10,35,0,0,1,6,31,63,94
42,MARION,0172,DUNNELLON MIDDLE SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
42,MARION,0181,EAST MARION ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
42,MARION,0181,EAST MARION ELEMENTARY SCHOOL,L,Seclusion,*,*,*,*,*,*,*,*,*,*
42,MARION,0181,EAST MARION ELEMENTARY SCHOOL,O,Suspension Out-of-School,105,1,9,0,0,0,2,27,90,117
42,MARION,0181,EAST MARION ELEMENTARY SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
42,MARION,0191,EIGHTH STREET ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
42,MARION,0191,EIGHTH STREET ELEMENTARY SCHOOL,O,Suspension Out-of-School,6,10,0,0,0,0,2,2,16,18
42,MARION,0191,EIGHTH STREET ELEMENTARY SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
42,MARION,0211,FESSENDEN ELEMENTARY SCHOOL,I,Suspension In-School,6,18,2,0,0,0,2,7,21,28
42,MARION,0211,FESSENDEN ELEMENTARY SCHOOL,O,Suspension Out-of-School,14,31,4,0,0,0,2,15,36,51
42,MARION,0221,FORT KING MIDDLE SCHOOL,F,Expelled With Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
42,MARION,0221,FORT KING MIDDLE SCHOOL,I,Suspension In-School,117,84,61,2,0,1,21,97,189,286
42,MARION,0221,FORT KING MIDDLE SCHOOL,L,Seclusion,*,*,*,*,*,*,*,*,*,*
42,MARION,0221,FORT KING MIDDLE SCHOOL,O,Suspension Out-of-School,86,64,42,0,0,1,7,63,137,200
42,MARION,0221,FORT KING MIDDLE SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
42,MARION,0251,WARD-HIGHLANDS ELEMENTARY SCHOOL,I,Suspension In-School,30,13,4,0,0,0,3,13,37,50
42,MARION,0251,WARD-HIGHLANDS ELEMENTARY SCHOOL,L,Seclusion,5,8,0,0,0,0,0,3,10,13
42,MARION,0251,WARD-HIGHLANDS ELEMENTARY SCHOOL,O,Suspension Out-of-School,51,32,6,0,0,0,5,16,78,94
42,MARION,0251,WARD-HIGHLANDS ELEMENTARY SCHOOL,R,Physical Restraint,9,7,0,0,0,0,1,4,13,17
42,MARION,0281,LAKE WEIR MIDDLE SCHOOL,F,Expelled With Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
42,MARION,0281,LAKE WEIR MIDDLE SCHOOL,I,Suspension In-School,196,124,63,1,0,6,24,130,284,414
42,MARION,0281,LAKE WEIR MIDDLE SCHOOL,O,Suspension Out-of-School,106,60,31,0,0,4,6,61,146,207
42,MARION,0281,LAKE WEIR MIDDLE SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
42,MARION,0291,MADISON STREET ACADEMY OF VISUAL AND PERFORMING ARTS,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
42,MARION,0291,MADISON STREET ACADEMY OF VISUAL AND PERFORMING ARTS,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
42,MARION,0311,DR N H JONES ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
42,MARION,0311,DR N H JONES ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
42,MARION,0331,NORTH MARION HIGH SCHOOL,F,Expelled With Continuing Educational Services,4,6,1,0,0,0,2,4,9,13
42,MARION,0331,NORTH MARION HIGH SCHOOL,I,Suspension In-School,54,47,9,0,0,0,7,38,79,117
42,MARION,0331,NORTH MARION HIGH SCHOOL,O,Suspension Out-of-School,70,65,13,0,0,1,9,56,102,158
42,MARION,0331,NORTH MARION HIGH SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
42,MARION,0341,OAKCREST ELEMENTARY SCHOOL,I,Suspension In-School,25,81,9,0,0,0,7,37,85,122
42,MARION,0341,OAKCREST ELEMENTARY SCHOOL,O,Suspension Out-of-School,37,98,14,0,0,0,11,51,109,160
42,MARION,0341,OAKCREST ELEMENTARY SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
42,MARION,0351,FOREST HIGH SCHOOL,F,Expelled With Continuing Educational Services,0,11,1,0,0,0,1,7,6,13
42,MARION,0351,FOREST HIGH SCHOOL,I,Suspension In-School,239,127,62,1,0,1,27,186,271,457
42,MARION,0351,FOREST HIGH SCHOOL,O,Suspension Out-of-School,75,72,19,1,0,0,13,79,101,180
42,MARION,0351,FOREST HIGH SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
42,MARION,0351,FOREST HIGH SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
42,MARION,0361,OSCEOLA MIDDLE SCHOOL,I,Suspension In-School,53,50,29,1,0,1,13,42,105,147
42,MARION,0361,OSCEOLA MIDDLE SCHOOL,O,Suspension Out-of-School,28,17,9,0,0,0,5,18,41,59
42,MARION,0361,OSCEOLA MIDDLE SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
42,MARION,0361,OSCEOLA MIDDLE SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
42,MARION,0381,SPARR ELEMENTARY SCHOOL,I,Suspension In-School,13,7,4,0,0,0,2,6,20,26
42,MARION,0381,SPARR ELEMENTARY SCHOOL,O,Suspension Out-of-School,20,9,3,1,0,0,4,7,30,37
42,MARION,0391,SOUTH OCALA ELEMENTARY SCHOOL,I,Suspension In-School,4,15,1,0,0,0,0,3,17,20
42,MARION,0391,SOUTH OCALA ELEMENTARY SCHOOL,O,Suspension Out-of-School,5,24,2,0,0,0,2,5,28,33
42,MARION,0391,SOUTH OCALA ELEMENTARY SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
42,MARION,0401,STANTON-WEIRSDALE ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
42,MARION,0401,STANTON-WEIRSDALE ELEMENTARY SCHOOL,O,Suspension Out-of-School,51,4,2,0,0,0,3,12,48,60
42,MARION,0431,WYOMINA PARK ELEMENTARY SCHOOL,I,Suspension In-School,28,49,14,0,0,0,5,22,74,96
42,MARION,0431,WYOMINA PARK ELEMENTARY SCHOOL,O,Suspension Out-of-School,11,24,6,0,0,1,0,4,38,42
42,MARION,0461,VANGUARD HIGH SCHOOL,F,Expelled With Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
42,MARION,0461,VANGUARD HIGH SCHOOL,I,Suspension In-School,54,123,29,0,0,1,11,106,112,218
42,MARION,0461,VANGUARD HIGH SCHOOL,O,Suspension Out-of-School,65,143,36,0,0,1,17,118,144,262
42,MARION,0461,VANGUARD HIGH SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
42,MARION,0461,VANGUARD HIGH SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
42,MARION,0471,HILLCREST,L,Seclusion,8,2,4,0,0,0,0,2,12,14
42,MARION,0471,HILLCREST,O,Suspension Out-of-School,18,3,6,0,0,0,1,6,22,28
42,MARION,0471,HILLCREST,R,Physical Restraint,5,1,6,0,0,0,0,3,9,12
42,MARION,0491,NORTH MARION MIDDLE SCHOOL,F,Expelled With Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
42,MARION,0491,NORTH MARION MIDDLE SCHOOL,I,Suspension In-School,72,97,25,1,0,0,12,60,147,207
42,MARION,0491,NORTH MARION MIDDLE SCHOOL,O,Suspension Out-of-School,54,66,19,0,0,1,7,42,105,147
42,MARION,0501,LAKE WEIR HIGH SCHOOL,F,Expelled With Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
42,MARION,0501,LAKE WEIR HIGH SCHOOL,I,Suspension In-School,221,123,57,2,1,3,19,170,256,426
42,MARION,0501,LAKE WEIR HIGH SCHOOL,O,Suspension Out-of-School,148,83,29,1,0,0,12,118,155,273
42,MARION,0501,LAKE WEIR HIGH SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
42,MARION,0521,DUNNELLON HIGH SCHOOL,F,Expelled With Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
42,MARION,0521,DUNNELLON HIGH SCHOOL,I,Suspension In-School,66,46,47,0,0,2,7,50,118,168
42,MARION,0521,DUNNELLON HIGH SCHOOL,O,Suspension Out-of-School,60,55,40,0,1,1,7,47,117,164
42,MARION,0531,FORT MCCOY SCHOOL,F,Expelled With Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
42,MARION,0531,FORT MCCOY SCHOOL,I,Suspension In-School,177,1,21,0,0,1,12,53,159,212
42,MARION,0531,FORT MCCOY SCHOOL,O,Suspension Out-of-School,177,1,18,0,0,1,8,41,164,205
42,MARION,0531,FORT MCCOY SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
42,MARION,0541,OCALA SPRINGS ELEMENTARY SCHOOL,I,Suspension In-School,9,4,3,0,0,1,3,4,16,20
42,MARION,0541,OCALA SPRINGS ELEMENTARY SCHOOL,O,Suspension Out-of-School,38,17,9,0,0,1,7,21,51,72
42,MARION,0551,SHADY HILL ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
42,MARION,0551,SHADY HILL ELEMENTARY SCHOOL,O,Suspension Out-of-School,26,19,12,0,0,0,3,9,51,60
42,MARION,0551,SHADY HILL ELEMENTARY SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
42,MARION,0561,EMERALD SHORES ELEMENTARY SCHOOL,I,Suspension In-School,29,37,17,0,0,1,12,23,73,96
42,MARION,0561,EMERALD SHORES ELEMENTARY SCHOOL,O,Suspension Out-of-School,24,34,17,0,0,1,11,18,69,87
42,MARION,0561,EMERALD SHORES ELEMENTARY SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
42,MARION,0571,SUNRISE ELEMENTARY SCHOOL,O,Suspension Out-of-School,27,28,35,0,0,0,3,23,70,93
42,MARION,0571,SUNRISE ELEMENTARY SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
42,MARION,0581,EVERGREEN ELEMENTARY SCHOOL,I,Suspension In-School,22,108,9,0,0,0,2,45,96,141
42,MARION,0581,EVERGREEN ELEMENTARY SCHOOL,O,Suspension Out-of-School,23,89,10,0,0,1,3,37,89,126
42,MARION,0581,EVERGREEN ELEMENTARY SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
42,MARION,0591,HARBOUR VIEW ELEMENTARY SCHOOL,O,Suspension Out-of-School,26,6,7,0,0,0,3,7,35,42
42,MARION,0591,HARBOUR VIEW ELEMENTARY SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
42,MARION,0611,MAPLEWOOD ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
42,MARION,0611,MAPLEWOOD ELEMENTARY SCHOOL,O,Suspension Out-of-School,19,14,6,0,0,1,2,9,33,42
42,MARION,0611,MAPLEWOOD ELEMENTARY SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
42,MARION,0621,ROMEO ELEMENTARY SCHOOL,I,Suspension In-School,21,3,21,0,0,1,4,8,42,50
42,MARION,0621,ROMEO ELEMENTARY SCHOOL,O,Suspension Out-of-School,9,3,5,0,0,0,2,4,15,19
42,MARION,0621,ROMEO ELEMENTARY SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
42,MARION,0631,BELLEVIEW MIDDLE SCHOOL,F,Expelled With Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
42,MARION,0631,BELLEVIEW MIDDLE SCHOOL,I,Suspension In-School,154,41,69,0,0,1,15,91,189,280
42,MARION,0631,BELLEVIEW MIDDLE SCHOOL,O,Suspension Out-of-School,100,28,38,1,0,1,6,53,121,174
42,MARION,0641,DUNNELLON ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
42,MARION,0641,DUNNELLON ELEMENTARY SCHOOL,O,Suspension Out-of-School,16,8,7,0,0,0,1,7,25,32
42,MARION,0641,DUNNELLON ELEMENTARY SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
42,MARION,0651,COLLEGE PARK ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
42,MARION,0651,COLLEGE PARK ELEMENTARY SCHOOL,O,Suspension Out-of-School,18,40,35,0,0,1,9,31,72,103
42,MARION,0651,COLLEGE PARK ELEMENTARY SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
42,MARION,0661,BELLEVIEW HIGH SCHOOL,F,Expelled With Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
42,MARION,0661,BELLEVIEW HIGH SCHOOL,I,Suspension In-School,146,72,64,1,2,1,14,124,176,300
42,MARION,0661,BELLEVIEW HIGH SCHOOL,O,Suspension Out-of-School,114,56,46,1,1,2,11,90,141,231
42,MARION,0661,BELLEVIEW HIGH SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
42,MARION,0671,GREENWAY ELEMENTARY SCHOOL,I,Suspension In-School,10,7,6,0,0,0,6,10,19,29
42,MARION,0671,GREENWAY ELEMENTARY SCHOOL,O,Suspension Out-of-School,20,16,10,0,0,0,8,7,47,54
42,MARION,0671,GREENWAY ELEMENTARY SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
42,MARION,0681,SADDLEWOOD ELEMENTARY SCHOOL,I,Suspension In-School,13,1,3,0,0,0,2,9,10,19
42,MARION,0681,SADDLEWOOD ELEMENTARY SCHOOL,O,Suspension Out-of-School,23,14,15,1,0,1,0,13,41,54
42,MARION,0681,SADDLEWOOD ELEMENTARY SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
42,MARION,0691,LIBERTY MIDDLE SCHOOL,F,Expelled With Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
42,MARION,0691,LIBERTY MIDDLE SCHOOL,I,Suspension In-School,103,101,67,1,0,0,23,112,183,295
42,MARION,0691,LIBERTY MIDDLE SCHOOL,O,Suspension Out-of-School,51,64,33,2,0,0,10,50,110,160
42,MARION,0701,WEST PORT HIGH SCHOOL,F,Expelled With Continuing Educational Services,5,2,3,0,1,0,2,5,8,13
42,MARION,0701,WEST PORT HIGH SCHOOL,I,Suspension In-School,45,47,34,1,1,0,8,50,86,136
42,MARION,0701,WEST PORT HIGH SCHOOL,O,Suspension Out-of-School,14,12,10,0,0,0,2,13,25,38
42,MARION,0701,WEST PORT HIGH SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
42,MARION,0711,HAMMETT BOWEN JR. ELEMENTARY SCHOOL,I,Suspension In-School,30,8,13,1,0,0,4,12,44,56
42,MARION,0711,HAMMETT BOWEN JR. ELEMENTARY SCHOOL,O,Suspension Out-of-School,16,4,5,0,0,0,2,7,20,27
42,MARION,0711,HAMMETT BOWEN JR. ELEMENTARY SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
42,MARION,0721,HORIZON ACADEMY AT MARION OAKS,F,Expelled With Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
42,MARION,0721,HORIZON ACADEMY AT MARION OAKS,I,Suspension In-School,32,61,50,0,0,1,12,36,120,156
42,MARION,0721,HORIZON ACADEMY AT MARION OAKS,O,Suspension Out-of-School,29,38,32,1,0,0,14,24,90,114
42,MARION,0721,HORIZON ACADEMY AT MARION OAKS,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
42,MARION,0731,MARION OAKS ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
42,MARION,0731,MARION OAKS ELEMENTARY SCHOOL,L,Seclusion,*,*,*,*,*,*,*,*,*,*
42,MARION,0731,MARION OAKS ELEMENTARY SCHOOL,O,Suspension Out-of-School,24,20,13,1,1,0,2,11,50,61
42,MARION,0731,MARION OAKS ELEMENTARY SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
42,MARION,0741,LEGACY ELEMENTARY SCHOOL,I,Suspension In-School,5,8,4,0,0,0,2,2,17,19
42,MARION,0741,LEGACY ELEMENTARY SCHOOL,O,Suspension Out-of-School,16,22,9,0,0,0,6,8,45,53
42,MARION,9401,MARION TECHNICAL INSTITUTE,I,Suspension In-School,14,3,3,0,0,0,2,5,17,22
42,MARION,9401,MARION TECHNICAL INSTITUTE,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
42,MARION,9618,SILVER RIVER MENTORING AND INSTRUCTION,E,Expelled Without Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
42,MARION,9618,SILVER RIVER MENTORING AND INSTRUCTION,F,Expelled With Continuing Educational Services,3,4,3,0,0,0,0,2,8,10
42,MARION,9618,SILVER RIVER MENTORING AND INSTRUCTION,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
42,MARION,9618,SILVER RIVER MENTORING AND INSTRUCTION,O,Suspension Out-of-School,17,35,12,0,0,0,5,9,60,69
42,MARION,9618,SILVER RIVER MENTORING AND INSTRUCTION,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
42,MARION,9670,MARION CHARTER SCHOOL,I,Suspension In-School,1,3,3,0,0,0,3,5,5,10
42,MARION,9670,MARION CHARTER SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
42,MARION,9680,MCINTOSH AREA SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
42,MARION,9731,NEW LEAF CENTER,O,Suspension Out-of-School,12,30,11,0,0,0,0,8,45,53
43,MARTIN,0021,STUART MIDDLE SCHOOL,F,Expelled With Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
43,MARTIN,0021,STUART MIDDLE SCHOOL,I,Suspension In-School,20,17,13,0,0,0,3,17,36,53
43,MARTIN,0021,STUART MIDDLE SCHOOL,O,Suspension Out-of-School,43,33,12,1,0,0,4,36,57,93
43,MARTIN,0021,STUART MIDDLE SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
43,MARTIN,0025,SEA WIND ELEMENTARY SCHOOL,I,Suspension In-School,8,8,7,0,0,0,1,4,20,24
43,MARTIN,0025,SEA WIND ELEMENTARY SCHOOL,O,Suspension Out-of-School,5,3,2,0,0,0,1,4,7,11
43,MARTIN,0031,MARTIN COUNTY HIGH SCHOOL,I,Suspension In-School,64,13,43,0,0,0,4,35,89,124
43,MARTIN,0031,MARTIN COUNTY HIGH SCHOOL,O,Suspension Out-of-School,86,25,47,1,0,1,9,36,133,169
43,MARTIN,0031,MARTIN COUNTY HIGH SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
43,MARTIN,0051,J. D. PARKER SCHOOL OF TECHNOLOGY,I,Suspension In-School,2,10,4,0,0,0,0,5,11,16
43,MARTIN,0051,J. D. PARKER SCHOOL OF TECHNOLOGY,O,Suspension Out-of-School,3,13,5,0,0,0,0,8,13,21
43,MARTIN,0061,PALM CITY ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
43,MARTIN,0073,SPECTRUM JUNIOR/SENIOR HIGH SCHOOL,I,Suspension In-School,12,8,6,0,0,1,2,5,24,29
43,MARTIN,0073,SPECTRUM JUNIOR/SENIOR HIGH SCHOOL,O,Suspension Out-of-School,15,16,19,0,0,1,5,10,46,56
43,MARTIN,0081,MURRAY MIDDLE SCHOOL,I,Suspension In-School,48,16,27,2,0,0,6,27,72,99
43,MARTIN,0081,MURRAY MIDDLE SCHOOL,O,Suspension Out-of-School,36,18,13,2,0,0,5,15,59,74
43,MARTIN,0081,MURRAY MIDDLE SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
43,MARTIN,0111,HOBE SOUND ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
43,MARTIN,0111,HOBE SOUND ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
43,MARTIN,0131,WARFIELD ELEMENTARY SCHOOL,O,Suspension Out-of-School,0,4,7,0,0,0,0,4,7,11
43,MARTIN,0211,JENSEN BEACH ELEMENTARY SCHOOL,O,Suspension Out-of-School,10,6,5,0,0,0,1,3,19,22
43,MARTIN,0221,INDIANTOWN MIDDLE SCHOOL,H,Suspension Extended Pending Hearing,*,*,*,*,*,*,*,*,*,*
43,MARTIN,0221,INDIANTOWN MIDDLE SCHOOL,O,Suspension Out-of-School,5,8,36,0,0,0,1,6,44,50
43,MARTIN,0241,SOUTH FORK HIGH SCHOOL,F,Expelled With Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
43,MARTIN,0241,SOUTH FORK HIGH SCHOOL,I,Suspension In-School,75,49,97,0,0,0,3,90,134,224
43,MARTIN,0241,SOUTH FORK HIGH SCHOOL,O,Suspension Out-of-School,33,21,24,0,0,0,3,27,54,81
43,MARTIN,0241,SOUTH FORK HIGH SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
43,MARTIN,0291,PINEWOOD ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
43,MARTIN,0291,PINEWOOD ELEMENTARY SCHOOL,O,Suspension Out-of-School,9,3,3,0,0,0,0,4,11,15
